Filename	Segment	WC	WPS	Sixltr	Dic	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
48.Shaheen.2.16.12.docx	1.00	1088.00	19.78	29.96	73.07	46.05	10.29	6.16	2.30	1.93	0.28	0.55	1.10	4.14	6.43	10.11	5.42	2.21	6.07	0.55	4.14	15.44	5.24	0.55	1.29	0.74	0.00	10.11	0.00	0.37	2.02	4.96	2.94	2.02	0.09	1.29	0.46	10.66	1.56	1.10	0.83	0.83	0.92	0.64	4.32	0.92	2.21	0.46	1.56	0.18	0.46	0.09	0.28	0.00	0.09	12.32	2.11	5.51	3.95	2.76	2.76	0.37	0.00	0.83	0.37	0.55	0.09	0.18	0.09	5.15	5.24	0.28	0.09	0.18	0.00	0.09	0.00	0.46	0.00	0.00	11.49
480.Dorgan.10.10.02.docx	1.00	1400.00	25.93	34.71	72.86	43.64	10.29	4.57	1.93	1.79	0.00	0.50	0.36	5.71	7.36	9.79	6.14	0.79	6.71	1.36	2.71	11.79	4.50	0.43	1.57	0.64	0.00	4.71	0.07	0.14	0.07	7.64	2.29	5.36	0.57	3.71	0.29	15.71	2.57	3.43	1.71	1.71	0.71	1.93	3.93	1.21	0.50	0.14	0.14	0.14	0.43	0.21	0.21	0.00	0.00	11.86	1.43	6.93	3.64	3.79	3.29	0.00	0.14	0.29	0.07	0.43	0.00	0.14	0.14	4.36	3.29	0.07	0.00	0.14	0.00	0.29	0.00	1.86	0.00	0.07	10.07
481.Edwards.10.10.02.docx	1.00	1155.00	20.62	32.73	73.94	44.33	10.65	5.71	0.78	2.94	0.00	1.65	0.35	4.94	5.89	10.91	7.10	0.69	7.01	2.16	2.77	10.48	5.28	1.21	2.34	1.13	0.00	8.40	0.00	0.35	0.35	8.74	4.42	4.33	0.43	3.46	0.09	19.22	3.20	2.25	2.68	2.16	2.34	2.60	5.02	1.73	0.78	0.17	0.26	0.35	0.09	0.09	0.00	0.00	0.00	9.44	1.56	4.42	3.64	3.38	3.29	0.17	0.26	0.26	0.00	0.35	0.09	0.00	0.17	5.54	6.23	0.26	0.35	0.00	0.00	0.87	0.00	1.30	0.00	0.00	14.55
482.Baucus.10.10.02.docx	1.00	388.00	15.52	33.76	76.03	45.88	11.60	6.96	1.55	3.09	0.00	2.32	0.00	4.64	9.79	10.05	6.70	0.26	7.99	0.26	0.77	12.37	2.84	1.29	1.55	0.52	0.00	10.31	0.26	0.52	2.06	6.70	3.61	3.09	0.00	2.32	0.26	14.43	2.32	1.80	1.03	0.77	0.77	1.80	5.15	1.29	0.77	0.00	0.52	0.26	0.52	0.26	0.26	0.00	0.00	11.86	3.09	4.64	4.12	3.35	3.09	0.00	0.77	0.77	0.00	0.26	0.00	0.00	0.00	8.76	2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	11.08
483.SmithOR.10.10.02.docx	1.00	995.00	19.13	32.06	72.36	43.62	10.25	6.33	2.21	2.01	0.10	1.71	0.30	3.92	6.83	10.35	6.23	1.81	5.83	1.31	2.01	11.76	5.03	1.01	1.31	0.30	0.00	7.44	0.30	0.00	0.80	8.34	2.91	5.43	0.70	3.92	0.50	14.17	2.61	1.31	1.71	1.01	1.91	1.31	4.32	2.01	0.90	0.30	0.20	0.40	1.01	0.50	0.40	0.00	0.10	13.47	1.21	6.63	5.33	2.81	2.51	0.10	0.00	0.50	0.20	0.80	0.10	0.00	0.00	6.63	6.03	0.00	0.00	0.00	0.00	0.40	0.00	2.01	0.00	0.10	15.18
484.Harkin.10.10.02.docx	1.00	1080.00	28.42	34.54	71.76	42.69	8.70	5.19	1.57	1.85	0.00	1.30	0.46	3.52	7.22	7.78	4.81	1.48	3.80	0.93	1.85	11.76	6.30	0.65	1.85	0.37	0.00	7.04	0.00	0.19	1.02	7.22	2.96	4.07	0.37	2.87	0.37	18.15	2.69	2.78	0.93	1.11	1.76	1.94	6.48	1.39	0.46	0.19	0.28	0.00	0.28	0.09	0.19	0.00	0.00	11.67	1.30	6.02	4.26	4.17	3.52	0.19	0.37	0.19	0.00	0.65	0.19	0.00	0.28	5.19	3.89	0.09	0.00	0.00	0.00	0.46	0.00	0.93	0.00	0.00	10.56
485.McConnell.10.10.02.docx	1.00	1170.00	20.89	32.82	69.15	41.71	7.35	3.59	0.68	1.71	0.00	0.77	0.43	3.76	7.09	9.32	7.18	0.94	5.47	1.11	1.37	11.28	5.04	0.77	1.79	0.51	0.00	6.75	0.09	0.43	1.54	8.80	1.79	7.01	1.71	3.85	0.51	13.93	1.97	1.88	1.11	1.79	1.11	1.28	4.44	1.88	0.94	0.17	0.51	0.17	0.09	0.00	0.00	0.00	0.09	11.11	1.03	4.96	4.96	3.33	2.82	0.34	0.34	0.00	0.00	0.77	0.00	0.09	0.00	5.90	3.50	0.34	0.00	0.34	0.00	1.20	0.00	2.99	0.00	0.00	14.27
486.Feinstein.10.10.02.docx	1.00	832.00	22.49	33.53	73.68	45.67	9.01	4.57	2.28	0.48	0.00	1.32	0.48	4.45	8.41	10.58	6.73	0.96	7.09	0.96	2.16	11.54	6.25	1.20	1.08	0.84	0.00	5.17	0.00	0.00	0.36	7.93	3.85	4.09	0.96	2.16	0.36	17.79	3.85	3.12	2.16	2.16	1.08	1.68	4.09	2.40	0.48	0.24	0.24	0.00	0.48	0.24	0.12	0.00	0.12	10.10	1.32	5.17	3.25	3.00	3.37	0.12	0.36	0.00	0.12	0.24	0.12	0.12	0.00	5.65	5.29	0.12	0.24	0.00	0.00	0.36	0.00	0.72	0.00	0.00	12.38
487.Landrieu.10.10.02.docx	1.00	3088.00	20.45	34.16	69.20	41.77	8.13	4.21	0.58	1.62	0.23	1.68	0.10	3.92	7.55	9.42	5.63	1.65	4.79	1.20	1.98	12.34	4.70	1.26	1.30	0.39	0.00	7.12	0.13	0.13	0.81	6.35	2.62	3.69	0.32	2.82	0.49	16.55	3.17	2.85	1.94	1.49	1.42	1.17	4.27	1.85	0.87	0.16	0.49	0.19	0.87	0.49	0.19	0.00	0.19	9.72	1.39	5.15	2.91	4.08	3.63	0.42	0.23	0.19	0.19	0.97	0.00	0.00	0.00	7.84	4.66	0.03	0.42	0.06	0.00	0.29	0.00	2.59	0.03	0.03	16.00
488.Murkowski.10.10.02.docx	1.00	1251.00	16.68	28.30	72.34	43.41	9.43	4.88	0.32	3.28	0.00	0.88	0.40	4.56	7.11	12.63	6.95	1.28	6.55	1.52	1.76	12.07	4.00	1.68	1.12	0.64	0.00	7.35	0.00	0.24	0.48	7.83	2.08	5.60	0.80	3.84	0.16	16.79	2.00	2.80	1.68	1.44	1.52	2.08	4.64	2.72	1.36	0.24	0.24	0.32	0.40	0.32	0.08	0.00	0.00	12.87	1.60	5.36	5.76	2.08	2.16	0.40	0.16	0.64	0.08	0.32	0.00	0.08	0.16	6.16	4.88	0.00	0.08	1.36	0.00	0.64	0.00	0.72	0.00	0.16	13.99
489.Lincoln.10.10.02.docx	1.00	567.00	17.18	31.57	78.84	47.44	14.29	10.93	4.76	2.65	0.00	2.82	0.71	3.35	5.64	13.40	7.94	0.71	10.05	1.06	1.59	10.93	5.29	2.12	1.41	0.53	0.00	10.76	0.53	0.00	0.71	8.64	4.23	4.41	0.88	2.12	0.71	20.81	4.76	2.65	2.29	2.12	2.47	1.41	4.94	2.29	0.53	0.18	0.18	0.18	0.71	0.18	0.35	0.00	0.18	10.23	2.29	3.35	3.70	2.47	3.88	0.35	0.00	0.35	0.00	0.53	0.00	0.18	0.00	6.53	2.29	0.00	0.00	0.00	0.00	0.18	0.00	0.53	0.00	0.00	9.52
49.Brownback.10.25.07.docx	1.00	549.00	14.84	23.50	78.51	53.92	14.39	6.56	2.37	3.10	0.18	0.18	0.73	7.83	7.83	14.94	10.20	2.73	10.38	0.55	3.64	12.75	3.46	0.91	1.46	0.91	0.00	7.47	0.00	0.55	0.91	3.46	1.82	1.64	0.00	0.73	0.00	12.93	0.55	1.46	2.00	2.19	0.00	0.36	6.56	1.28	0.36	0.36	0.00	0.00	0.55	0.18	0.36	0.00	0.00	17.12	2.37	10.56	4.37	3.83	1.09	0.36	0.00	0.73	0.18	0.73	0.00	0.00	0.18	7.47	3.83	0.00	0.00	0.00	0.00	0.18	0.00	0.55	0.00	0.00	12.02
490.Fitzgerald.10.10.02.docx	1.00	1497.00	20.79	32.33	68.00	41.55	7.62	4.14	0.80	2.00	0.00	0.94	0.40	3.47	7.95	9.02	5.74	1.07	4.61	1.27	1.34	12.02	4.28	0.94	2.14	0.73	0.13	6.28	0.00	0.40	0.40	7.41	2.94	4.34	0.73	3.07	0.40	13.96	1.47	1.67	1.34	1.27	0.94	1.80	4.54	1.67	0.87	0.00	0.13	0.53	0.67	0.33	0.13	0.00	0.20	12.49	1.14	7.01	4.21	3.01	2.87	0.53	0.33	0.27	0.67	0.60	0.07	0.00	0.07	6.55	5.74	0.07	0.20	0.47	0.00	1.60	0.00	1.14	0.00	0.00	15.76
491.Reid.9.9.13.docx	1.00	1455.00	15.00	31.68	74.98	45.70	10.24	4.67	1.65	1.86	0.00	0.14	1.03	5.57	6.32	9.76	6.53	2.75	5.15	0.76	3.78	11.13	5.36	1.79	2.06	1.37	0.14	6.53	0.07	0.00	1.58	8.45	1.99	6.46	0.48	4.74	0.48	12.85	1.58	1.37	1.03	1.79	1.37	0.96	4.19	1.92	1.72	0.69	0.55	0.34	1.37	0.55	0.76	0.07	0.00	12.71	1.03	6.12	5.29	1.79	2.06	0.34	0.00	0.34	0.48	2.41	0.21	0.07	0.07	7.42	6.19	0.27	0.14	0.21	0.00	0.55	0.00	2.47	0.00	0.00	17.25
492.Coats.9.9.13.docx	1.00	1718.00	20.21	33.88	75.55	48.14	11.41	6.75	2.15	1.92	0.00	0.99	1.69	4.66	6.46	11.93	8.15	1.34	7.28	1.92	3.49	10.54	5.36	1.80	2.85	0.76	0.00	8.85	0.00	0.12	0.93	6.17	2.50	3.61	0.52	2.27	0.17	16.76	3.08	2.74	1.34	2.85	1.22	1.57	3.43	2.39	1.34	0.76	0.47	0.17	0.52	0.23	0.17	0.06	0.06	9.43	1.28	5.12	2.97	2.68	3.43	0.06	0.41	0.23	0.52	0.58	0.17	0.12	0.06	4.48	4.95	0.12	0.12	0.81	0.00	0.93	0.00	2.10	0.00	0.00	13.50
493.Nelson.9.9.13.docx	1.00	1537.00	22.28	29.15	77.03	49.32	10.74	5.07	1.50	1.30	0.33	0.98	0.98	5.66	8.59	14.18	8.39	2.60	8.20	1.43	2.67	13.60	4.16	1.04	1.63	0.26	0.00	8.20	0.13	0.00	0.72	5.07	1.69	3.32	0.39	2.73	0.00	14.05	1.89	2.34	1.76	2.80	1.17	1.11	3.32	1.82	2.02	0.78	0.98	0.20	1.24	0.72	0.52	0.00	0.00	11.71	1.17	6.44	3.84	2.21	2.02	1.30	0.07	0.20	0.26	0.26	0.13	0.07	0.00	4.36	6.51	0.33	0.00	0.65	0.00	0.13	0.00	0.59	0.00	0.00	12.56
494.Mikulski.9.9.13.docx	1.00	1496.00	16.62	27.34	77.01	51.87	13.24	8.96	4.75	1.47	0.87	0.53	1.34	4.28	7.42	14.84	8.96	2.34	10.23	1.07	3.07	12.50	5.55	1.74	1.47	0.53	0.00	7.62	0.00	0.13	0.74	6.08	2.81	3.21	0.53	1.94	0.27	15.84	2.01	2.27	1.27	1.67	1.27	2.14	3.94	2.47	1.20	0.20	1.00	0.00	0.20	0.00	0.07	0.00	0.13	9.43	2.07	4.48	2.61	2.41	3.01	0.13	0.13	0.47	0.00	0.40	0.20	0.00	0.00	6.55	5.55	0.40	0.47	0.67	0.00	0.20	0.00	1.80	0.00	0.07	15.71
495.Durbin.9.9.13.docx	1.00	2379.00	19.50	26.15	75.79	50.61	11.64	5.93	2.48	1.93	0.00	0.92	0.59	5.72	7.82	13.66	8.20	3.11	7.57	0.92	3.78	12.86	5.09	1.39	1.60	0.63	0.00	6.43	0.04	0.00	0.63	5.51	1.68	3.78	0.59	2.56	0.29	15.68	2.31	2.40	1.09	1.72	1.01	1.35	4.92	1.93	1.09	0.34	0.63	0.08	0.38	0.04	0.34	0.00	0.00	14.42	1.98	7.61	4.62	2.65	2.44	0.08	0.08	0.38	0.17	0.80	0.08	0.13	0.04	5.30	4.75	0.29	0.00	0.21	0.00	0.29	0.00	0.63	0.00	0.00	11.48
496.Menendez.9.9.13.docx	1.00	1965.00	27.29	30.89	74.45	45.04	8.60	4.38	1.02	2.49	0.00	0.20	0.66	4.22	8.60	11.55	6.11	1.48	6.77	1.17	2.14	13.59	4.68	0.92	1.68	0.15	0.00	7.68	0.00	0.41	0.76	6.16	2.04	3.92	0.61	2.70	0.20	17.71	2.24	3.05	1.07	1.17	1.48	2.09	6.01	1.17	1.17	0.51	0.46	0.20	0.15	0.00	0.10	0.00	0.05	11.30	1.63	5.85	3.61	3.21	2.34	0.25	0.05	0.31	0.05	0.20	0.05	0.10	0.00	4.17	6.92	0.41	0.10	0.00	0.00	0.25	0.00	1.88	0.00	0.00	13.74
497.Corker.9.9.13.docx	1.00	1690.00	17.60	25.80	79.17	54.44	16.04	8.76	5.27	1.83	0.12	0.89	0.65	7.28	8.28	15.80	9.41	2.54	11.66	0.71	2.78	12.84	3.02	0.95	2.78	0.18	0.00	6.86	0.06	0.00	0.71	3.31	2.60	0.65	0.00	0.36	0.00	15.44	3.25	2.13	1.30	1.60	1.30	0.89	3.91	1.48	1.07	0.30	0.71	0.06	0.41	0.36	0.06	0.00	0.00	10.89	2.01	5.50	2.90	3.08	2.72	0.24	0.12	0.00	0.12	0.12	0.18	0.00	0.00	5.68	3.79	0.06	0.06	0.00	0.00	0.47	0.00	0.36	0.00	0.00	10.41
498.Lieberman.9.24.07.docx	1.00	1836.00	24.16	33.33	67.59	45.26	12.09	6.32	0.98	2.78	0.00	0.98	1.58	5.77	7.03	9.37	6.64	1.25	6.32	0.93	1.25	12.64	5.01	0.93	0.93	0.33	0.00	9.48	0.05	0.11	0.54	4.74	1.96	2.78	0.65	1.80	0.05	14.16	1.85	2.12	1.20	1.36	0.82	1.03	5.12	0.93	1.25	0.22	0.65	0.38	0.49	0.44	0.05	0.00	0.00	9.91	1.31	6.21	2.02	3.10	2.40	0.16	0.05	0.44	0.16	0.98	0.00	0.05	0.00	4.52	6.26	0.49	0.22	0.38	0.00	0.60	0.00	1.20	0.00	0.00	13.67
499.Kyl.9.24.07.docx	1.00	1743.00	23.55	30.24	72.63	50.43	13.88	6.20	1.32	2.24	0.29	0.98	1.38	7.69	7.86	11.42	8.43	2.07	6.88	1.20	3.44	12.11	4.25	0.57	1.66	0.40	0.00	9.29	0.00	0.23	0.46	3.90	1.66	2.24	0.86	0.98	0.23	14.57	1.72	2.29	1.15	1.84	1.03	1.38	4.48	0.98	1.32	0.46	0.80	0.06	0.06	0.06	0.00	0.00	0.00	8.89	1.09	5.34	2.47	3.21	1.55	0.46	0.00	0.52	0.40	0.34	0.11	0.17	0.11	4.82	5.68	0.69	0.17	0.11	0.00	0.80	0.00	1.32	0.00	0.00	13.60
5.McCain.10.2.02.docx	1.00	852.00	27.48	34.15	75.47	46.01	9.04	6.57	2.11	2.11	0.00	2.00	0.35	2.46	8.80	9.86	6.57	2.11	5.87	1.29	2.35	13.03	4.34	0.82	1.64	1.06	0.00	8.69	0.00	0.70	0.82	7.16	3.64	3.52	0.23	2.58	0.23	17.25	2.46	2.23	0.70	1.06	2.35	2.35	5.05	1.29	0.82	0.00	0.59	0.23	0.12	0.00	0.00	0.12	0.00	10.21	1.76	5.63	2.82	5.28	5.05	0.35	0.12	0.23	0.12	0.94	0.12	0.12	0.00	4.23	4.46	0.00	0.00	0.00	0.00	0.00	0.00	1.76	0.00	0.00	10.45
50.Casey.12.7.11.docx	1.00	766.00	17.41	33.16	68.93	42.43	8.75	2.87	1.31	1.57	0.00	0.00	0.00	5.87	9.14	11.49	8.09	2.09	6.14	2.09	1.04	12.40	2.35	0.65	0.78	0.13	0.13	3.79	0.00	0.00	0.13	5.22	1.96	3.13	0.00	1.70	0.65	13.58	1.83	1.83	2.09	0.78	2.35	1.17	4.05	0.91	0.52	0.13	0.00	0.13	0.00	0.00	0.00	0.00	0.00	10.84	1.44	6.79	2.48	4.18	2.35	0.00	0.13	1.44	0.13	0.13	0.00	0.00	0.00	6.79	3.26	0.13	0.00	0.26	0.00	0.00	0.00	2.48	0.00	0.00	12.92
500.Mikulski.10.7.02.docx	1.00	1812.00	14.38	31.51	74.72	46.74	10.71	7.01	3.04	2.43	0.28	0.50	0.77	3.70	8.61	12.47	7.73	0.94	9.05	1.43	2.59	10.60	5.96	1.16	1.27	0.33	0.00	8.17	0.11	0.06	0.55	7.84	3.59	4.25	0.77	2.48	0.50	16.34	3.04	2.54	1.66	1.82	0.99	1.43	4.58	1.93	1.16	0.50	0.66	0.00	0.50	0.39	0.11	0.00	0.00	9.00	1.38	5.41	2.10	3.20	2.92	0.17	0.22	0.33	0.22	0.83	0.28	0.00	0.00	8.22	4.47	0.11	0.11	0.83	0.00	0.22	0.00	0.72	0.00	0.00	14.68
501.Gregg.10.7.02.docx	1.00	1690.00	18.17	27.81	76.69	51.30	13.43	7.46	1.12	3.61	0.12	1.66	0.95	5.98	6.98	13.91	9.70	2.72	8.52	1.24	2.66	11.01	6.63	0.95	1.42	0.77	0.00	10.18	0.00	0.18	0.89	6.63	1.89	4.73	0.12	3.85	0.41	17.75	2.13	2.66	1.83	2.43	1.01	0.71	6.15	2.72	0.83	0.24	0.47	0.12	0.41	0.30	0.12	0.00	0.00	9.23	1.72	5.21	2.43	3.20	3.14	0.00	0.30	0.06	0.12	1.18	0.06	0.12	0.06	5.98	6.45	0.41	0.12	0.24	0.00	0.65	0.00	1.07	0.00	0.00	14.91
502.Allard.10.7.02.docx	1.00	2219.00	18.49	30.01	71.43	44.75	10.68	5.77	2.07	2.07	0.00	1.17	0.45	4.91	7.21	11.63	6.62	0.77	7.35	1.22	2.57	11.63	4.69	1.04	1.71	0.50	0.00	7.26	0.00	0.09	1.13	4.46	1.98	2.34	0.59	1.17	0.23	15.37	2.70	2.21	1.89	1.76	1.04	0.99	4.73	1.26	1.67	0.41	0.72	0.05	0.59	0.18	0.14	0.05	0.23	12.48	1.89	6.13	4.46	3.15	2.75	0.09	0.23	0.32	0.09	0.18	0.09	0.00	0.05	6.58	5.59	0.32	0.00	0.14	0.00	0.27	0.00	3.15	0.09	0.00	16.22
503.Jeffords.10.7.02.docx	1.00	1368.00	20.42	34.06	75.15	45.47	9.36	4.97	1.68	2.41	0.00	0.88	0.00	4.39	7.09	8.92	6.43	1.02	5.70	1.61	2.70	13.08	5.04	1.39	2.12	0.22	0.00	5.41	0.00	0.07	0.15	8.26	3.14	5.04	0.73	3.07	0.88	16.96	1.68	1.75	2.85	2.12	1.17	1.83	5.48	3.00	1.17	0.44	0.22	0.44	0.37	0.07	0.29	0.00	0.00	12.43	2.34	6.07	3.95	3.95	4.97	0.00	0.00	0.51	0.07	0.51	0.07	0.07	0.00	5.99	4.75	0.07	0.00	0.07	0.00	0.51	0.00	0.58	0.00	0.00	11.99
504.Lieberman.10.7.02.docx	1.00	3825.00	24.84	28.99	73.91	48.10	10.43	5.15	1.86	1.91	0.00	1.02	0.37	5.28	7.84	10.90	6.54	2.88	5.88	0.50	3.01	13.52	4.89	1.12	2.07	0.58	0.00	7.14	0.00	0.39	0.29	5.28	2.41	2.88	0.26	2.01	0.31	15.19	2.72	2.20	0.71	1.62	0.94	1.10	4.55	2.12	1.33	0.34	0.78	0.08	0.42	0.10	0.21	0.03	0.08	11.95	1.78	5.31	4.68	2.90	3.48	0.47	0.24	0.42	0.03	0.73	0.03	0.08	0.03	4.84	7.32	0.16	0.24	0.18	0.00	0.39	0.00	2.12	0.00	0.00	15.24
505.Reid.10.7.02.docx	1.00	767.00	15.98	24.38	79.40	56.06	16.95	10.95	6.13	1.17	1.30	1.83	0.52	6.00	6.13	14.86	9.52	2.35	10.04	0.65	3.65	11.21	7.04	2.22	2.22	0.39	0.13	11.99	0.00	0.91	1.83	3.26	2.74	0.52	0.00	0.39	0.00	15.25	3.00	0.91	1.69	2.74	1.04	0.26	3.26	4.56	2.87	0.26	2.48	0.00	1.30	0.26	0.78	0.26	0.00	9.39	1.56	5.74	2.09	3.39	2.09	0.26	0.00	0.65	0.00	0.26	0.39	0.13	0.13	6.52	9.00	0.13	0.26	0.00	0.00	0.00	0.00	0.52	0.00	0.00	16.43
506.Wellstone.10.7.02.docx	1.00	763.00	13.16	28.18	78.11	48.62	14.68	9.04	4.06	3.54	0.00	0.39	1.05	5.64	7.47	13.50	8.52	1.44	7.60	2.75	2.62	9.96	3.54	1.57	1.31	0.66	0.00	10.22	0.66	0.26	1.31	5.90	2.49	3.41	0.52	1.05	1.18	18.48	2.36	2.23	3.80	1.83	1.31	0.52	5.50	2.88	1.18	0.00	1.05	0.13	0.52	0.26	0.00	0.26	0.00	12.58	2.36	6.95	3.01	2.36	2.49	0.26	0.00	0.13	0.00	0.52	0.13	0.13	0.00	6.95	4.46	0.39	0.13	0.79	0.00	0.79	0.00	0.39	0.00	0.00	13.89
507.Kennedy.10.7.02.docx	1.00	2820.00	19.72	32.06	74.04	46.03	9.18	5.92	0.99	2.91	0.14	1.10	0.78	3.26	8.01	11.45	7.94	1.38	6.63	1.60	2.59	12.02	4.65	1.31	1.99	0.39	0.00	8.12	0.04	0.25	0.71	7.38	2.59	4.65	0.99	2.80	0.39	17.02	2.52	2.34	1.42	2.20	1.06	2.06	4.54	2.55	0.64	0.11	0.53	0.00	0.39	0.07	0.28	0.04	0.00	10.74	1.31	5.85	3.55	3.65	3.33	0.57	0.11	0.32	0.11	1.81	0.07	0.11	0.07	5.11	4.43	0.14	0.11	0.57	0.00	0.32	0.00	0.53	0.00	0.00	11.21
508.Brownback.10.7.02.docx	1.00	2300.00	13.61	22.00	79.43	54.43	15.30	8.57	1.35	3.83	0.70	1.78	0.91	6.74	6.57	13.52	9.52	1.61	9.87	0.74	3.00	12.83	4.57	1.74	2.13	0.35	0.00	10.17	0.00	0.04	1.22	6.00	2.35	3.65	0.52	1.83	0.09	16.78	1.70	1.26	1.48	2.43	0.96	0.57	7.09	3.00	0.87	0.35	0.30	0.13	1.04	0.13	0.70	0.17	0.04	13.74	2.52	6.87	4.35	1.87	1.83	0.39	0.00	0.22	0.22	0.43	0.13	0.13	0.09	7.00	4.13	0.39	0.13	0.61	0.00	0.04	0.00	1.09	0.00	0.00	13.39
509.Burns.10.7.02.docx	1.00	1545.00	14.71	26.21	78.83	49.58	12.43	7.44	1.81	2.98	0.13	2.01	0.52	4.98	6.86	11.84	7.44	1.36	7.90	1.10	3.88	10.61	6.02	1.94	2.14	0.65	0.00	10.42	0.06	0.45	1.55	6.73	2.52	4.21	0.71	2.85	0.32	15.73	2.27	1.94	1.29	1.36	1.42	0.97	5.63	1.94	2.91	0.91	1.17	0.52	1.04	0.39	0.39	0.06	0.19	12.04	1.36	5.44	4.66	1.68	2.07	0.19	0.39	0.39	0.26	0.45	0.00	0.00	0.19	7.64	4.53	0.00	0.00	0.39	0.00	0.58	0.00	1.23	0.00	0.13	14.50
51.Cleland.3.17.98.docx	1.00	3086.00	25.50	35.42	70.84	42.42	7.74	4.54	1.62	2.20	0.29	0.29	0.13	3.21	8.20	8.00	4.41	1.78	4.08	0.78	2.27	13.77	4.18	0.81	2.37	0.52	0.00	6.03	0.03	0.10	0.58	5.96	3.31	2.53	0.13	1.94	0.23	14.78	2.53	1.94	1.17	1.30	1.46	1.46	4.57	1.17	1.26	0.36	0.23	0.23	0.42	0.10	0.26	0.03	0.03	12.31	1.49	5.99	4.50	4.02	4.15	0.10	0.26	0.58	0.03	0.62	0.06	0.03	0.00	5.70	5.93	0.45	0.16	0.10	0.10	0.87	0.00	3.01	0.06	0.10	16.56
510.Wyden.10.7.02.docx	1.00	1687.00	27.66	30.47	73.50	47.24	10.73	6.28	3.56	1.48	0.00	0.89	0.36	4.45	8.00	11.08	7.05	2.13	6.99	0.65	2.61	11.91	4.27	1.48	1.96	0.71	0.00	5.16	0.30	0.12	0.47	7.59	3.44	4.03	0.59	2.55	0.30	15.17	3.08	1.30	0.89	1.96	1.60	1.96	3.14	2.31	0.77	0.36	0.30	0.12	0.53	0.06	0.41	0.06	0.00	10.61	0.77	5.45	4.09	2.31	2.85	0.12	0.18	0.36	0.30	0.47	0.00	0.06	0.06	3.79	5.99	0.12	0.06	0.06	0.00	0.41	0.00	0.53	0.00	0.12	11.08
511.Nickles.10.7.02.docx	1.00	2413.00	14.03	27.60	75.92	49.61	13.55	8.04	1.82	2.07	0.21	2.82	1.12	5.51	6.55	15.54	9.61	3.94	7.21	1.57	2.74	10.94	4.14	1.57	1.99	0.33	0.04	9.70	0.04	0.12	1.12	4.93	2.45	2.49	0.46	1.41	0.37	16.91	3.03	3.23	1.82	1.91	1.41	0.46	4.48	2.07	1.28	0.17	0.83	0.04	0.46	0.21	0.17	0.04	0.08	10.53	2.49	4.72	3.11	2.98	2.90	0.62	0.08	0.29	0.00	0.29	0.08	0.04	0.08	8.62	6.71	0.62	0.08	0.21	0.00	0.25	0.00	1.04	0.00	0.00	17.53
512.Helms.10.9.02.docx	1.00	783.00	21.75	38.31	67.56	38.83	6.64	3.70	1.02	1.53	0.00	1.15	0.00	2.94	6.64	8.17	5.87	1.02	4.47	1.40	2.30	11.49	3.70	1.28	1.79	1.02	0.00	5.62	0.00	0.13	0.64	6.77	2.68	4.09	0.13	2.55	0.51	12.77	1.28	1.15	1.79	1.53	1.79	1.53	4.09	0.89	1.02	0.26	0.51	0.26	0.51	0.26	0.26	0.00	0.00	12.90	1.53	5.36	6.13	5.24	3.70	0.51	0.13	0.51	0.51	0.38	0.13	0.00	0.13	7.79	7.15	0.13	0.00	0.00	0.00	0.13	0.00	6.00	0.26	0.00	21.71
513.Kerry.10.9.02.docx	1.00	5625.00	23.44	31.89	73.46	45.96	9.94	5.37	1.19	2.10	0.05	1.24	0.78	4.57	7.96	10.10	6.56	1.67	5.92	1.23	1.99	12.85	5.17	1.30	1.58	0.25	0.00	7.22	0.02	0.11	0.41	6.63	2.44	4.20	0.30	3.16	0.39	16.78	2.38	2.84	1.60	2.08	1.55	1.19	4.82	2.04	0.64	0.07	0.34	0.18	0.39	0.21	0.12	0.02	0.04	11.27	1.48	5.87	3.68	3.38	3.48	0.25	0.11	0.37	0.11	0.85	0.12	0.07	0.02	4.60	5.72	0.25	0.02	0.28	0.00	0.48	0.00	1.35	0.00	0.02	12.73
514.Hagel.10.9.02.docx	1.00	1795.00	18.89	32.92	71.20	44.68	7.52	4.07	0.67	3.12	0.00	0.11	0.17	3.45	8.64	9.03	6.52	0.61	5.07	1.95	2.23	11.87	5.79	1.67	2.56	0.33	0.00	5.96	0.06	0.22	0.67	5.57	3.29	2.28	0.61	1.06	0.17	18.66	2.84	2.45	1.67	1.78	1.78	1.39	6.18	1.95	0.56	0.11	0.28	0.17	0.33	0.11	0.06	0.06	0.11	12.59	1.95	6.57	3.90	3.90	3.51	0.45	0.00	0.50	0.17	0.45	0.06	0.11	0.00	6.57	7.35	0.06	0.22	0.17	0.00	0.67	0.00	1.23	0.00	0.00	16.27
