WPS	Sixltr	Dic	i	we	you	shehe	they	ipron	article	auxverb	past	present	future	adverb	preps	conj	negate	quant	social	posemo	negemo	insight	cause	discrep	tentat	certain	inhib	incl	excl	motion	space	time	work	achieve	money	relig	death
21.88	21.14	80.57	5.71	2.86	0	1.14	0	5.14	7.43	9.14	1.14	11.43	1.71	3.43	16.57	4.57	1.14	4.57	8.57	.57	4	4.57	2.86	1.14	3.43	.57	.57	5.14	2.86	.57	5.14	2.29	1.14	1.71	0	0	1.71
22.39	35.46	72.59	1.66	2.15	0	.74	.48	3.77	8.1	6.39	.48	6.39	1.23	2.5	11.69	6.61	1.01	2.1	6.79	3.42	2.67	3.37	2.36	1.4	1.49	1.75	1.44	5.47	2.06	1.49	5.56	2.76	3.33	3.81	.22	.13	.26
15.71	27.13	75.65	1.71	3.25	.21	1.58	.81	5.04	6.88	8.76	2.65	7.22	1.5	3.03	11.66	4.7	1.03	1.96	8.63	2.09	4.27	1.96	2.01	1.67	1.84	1.96	.9	5.08	1.71	1.92	7.22	5	2.39	2.14	.3	.09	.81
21.86	31.73	74.79	1.62	2.76	.16	1.07	.65	3.96	7.4	7.4	1.85	5.55	1.72	2.08	13.08	5.55	1.46	2.11	8.27	2.47	3.57	2.69	2.04	1.82	1.62	1.98	1.3	5.39	1.98	1.14	6	4.64	3.41	2.63	.42	.52	.32
19.87	32.29	71.27	1.32	2.01	.04	1.24	.54	4.1	7.55	6.27	1.63	4.96	1.66	2.05	12.93	5.11	.81	1.59	7.08	3.37	3.56	2.05	1.97	1.7	1.05	1.86	1.7	5.42	1.36	1.82	6.35	3.21	3.45	3.52	.35	.08	.7
18.65	31.01	71.88	3.77	1.74	.29	.29	.43	4.49	7.97	7.1	2.32	5.65	.87	2.03	13.48	4.06	1.16	2.61	5.8	1.88	1.88	3.33	1.74	.87	3.33	1.16	1.16	3.33	2.9	1.74	5.22	4.35	2.17	1.88	.29	0	0
20.88	27.66	76.89	1.54	2.38	.45	1.33	.31	6.08	8.15	7.73	2.38	8.04	.56	3.04	12.66	4.65	.98	1.96	8.29	2.73	3.39	2.59	2.2	.94	2.13	1.05	1.57	4.76	1.92	1.22	5.28	4.51	3.08	3.32	.45	.17	.77
25.73	33.53	72.12	1.58	1.63	0	1.13	.27	5.92	7.77	6.37	1.49	5.51	1.31	2.35	12.52	3.84	1.13	1.94	7.23	3.62	3.16	3.25	1.67	1.04	1.54	1.67	2.21	3.57	1.49	1.17	4.97	4.25	3.21	3.43	.27	.14	.14
21.92	26.51	76.82	2.51	2.33	.41	1.23	.23	6.48	7.44	7.71	1.92	6.43	1.46	2.69	12.27	5.11	1.51	1.55	8.17	2.51	1.64	2.01	1.46	1.14	2.24	1.78	.96	5.02	2.65	1.64	6.93	4.7	3.01	2.65	.36	.14	.05
19.13	28.62	77.4	3.9	4.74	.22	1.02	.22	6.07	6.73	6.87	1.51	7.4	1.28	2.79	11.7	5.72	1.33	1.68	10.19	4.08	3.63	3.5	2.39	2.04	2.04	1.28	1.2	6.16	2.26	1.64	3.99	2.75	1.86	3.01	.04	.18	.71
23.23	28.66	75.35	1.59	3.18	.06	.53	.24	4.95	8.02	6.84	2.24	5.9	1.24	1.95	13.86	5.72	.71	1.42	6.43	2.89	2.71	1.95	2.36	1.42	.94	2.06	1.89	6.54	1.06	1.42	7.25	5.66	2.59	2.83	.24	.06	.12
13.74	22.68	78.03	3.13	2.12	.3	.91	1.28	8.76	6.74	10.01	1.45	9.97	1.45	2.83	11.79	4.21	1.52	2.29	8.69	2.26	1.58	2.9	.91	1.72	2.63	1.11	.64	4.01	2.39	1.85	5.59	4.41	1.99	1.55	.57	.07	.27
16.6	25.23	75.45	2.95	2.39	1.59	.34	.8	4.32	6.93	7.27	2.27	6.93	1.59	2.39	12.39	5.57	1.59	1.36	10.45	3.64	1.82	2.95	3.86	1.59	1.59	1.02	1.48	4.09	3.07	1.36	5.45	2.61	2.84	4.2	.45	.34	.45
20.65	30.41	76.9	2.54	2.97	.03	.33	.63	4.84	6.79	7.05	1.38	7.15	.76	3.16	13.61	5.44	1.68	2.44	8.37	2.44	4.28	2.5	1.78	1.55	2.64	1.48	1.12	5.3	2.57	1.45	6.66	4.12	2.9	2.67	.23	.1	.36
13.32	28.43	74.98	2.12	4.02	.23	.68	.15	4.62	7.2	9.17	2.88	7.66	.76	2.12	10.31	4.47	1.29	2.12	9.78	2.27	5.08	2.43	1.97	1.36	1.82	.61	1.82	6.14	1.52	1.59	5.61	3.79	2.73	3.11	.23	0	1.21
28	35.71	76.59	2.38	0	0	.79	0	3.17	10.32	5.95	.4	6.75	1.19	2.38	17.46	4.76	0	3.57	5.56	2.78	2.38	5.95	3.97	.79	1.98	.79	.79	2.78	1.98	.4	4.76	3.17	2.38	3.17	0	0	0
33.17	34.67	71.82	2.14	1.51	.42	.92	.38	4.56	9.72	5.82	1.26	6.37	.67	2.18	13.61	4.61	.84	2.3	7.29	2.51	2.51	3.43	1.76	1.21	2.14	1.55	1.3	3.6	2.22	1.34	5.9	2.43	2.55	2.76	.34	.13	.25
17.59	31.85	74.8	1.83	2.39	.1	.76	.8	5.62	7.35	7.85	2.26	7.38	1.16	3.03	11.54	5.09	1.46	1.86	8.11	2.13	2.99	3.32	2.69	1.96	2.33	.83	.96	4.32	2.63	1.8	4.69	4.06	4.16	3.59	.63	.03	.6
20.78	33.21	71.55	2.19	1.44	.11	.53	.32	3.96	6.79	6.26	1.76	5.35	.86	2.57	13.58	5.13	.91	2.25	5.88	2.62	3.9	2.73	1.93	1.07	2.19	1.23	1.82	3.48	1.87	1.18	5.99	4.6	2.94	2.83	.37	.11	.48
21.53	30.24	75.29	2.07	2.55	.33	.81	.63	5.38	8.81	7.85	1.77	7.52	.86	1.77	13.35	3.94	1.01	1.54	8.28	1.92	4.06	1.92	2.3	1.03	1.41	.61	1.16	4.47	1.56	1.77	5.86	3.74	2.88	4.11	.15	.15	.5
20.38	29.81	72.08	5.66	.75	0	1.13	0	6.42	7.92	4.15	.38	4.15	.75	1.51	14.72	1.89	.75	.75	6.42	4.15	1.51	3.4	.38	.75	1.89	1.51	.38	3.4	.75	.38	7.55	3.4	1.89	1.51	0	0	0
21.41	30.76	74.97	2.3	2.19	.04	1.53	.4	4.96	7.44	7.04	1.93	6.06	1.06	2.23	12.7	4.38	1.46	1.64	9.19	2.48	4.01	2.7	1.61	1.39	2.12	1.9	1.5	4.2	2.37	1.35	5.69	4.12	2.59	2.74	.33	.07	.36
22.35	35.21	70.77	1.51	.87	.06	.64	.46	4.47	7.61	5.93	1.51	4.82	1.16	2.09	12.55	3.54	.58	2.44	5.23	2.15	1.51	2.56	3.02	1.05	.99	1.22	1.63	2.91	1.34	2.09	5.46	3.95	4.82	3.02	1.57	0	.17
22.31	28.3	78.62	2.69	3.07	.13	.9	1.28	5.38	7.04	7.94	4.99	4.87	1.15	3.07	13.19	4.74	1.92	2.69	10.24	2.56	1.41	1.41	2.05	2.43	2.69	1.02	1.79	5.51	3.71	2.18	3.46	2.3	4.87	1.28	.26	0	0
21.21	31.55	70.53	1.63	.82	0	.27	.27	3.99	8.43	5.53	1.36	5.44	.63	2.36	12.06	4.35	.82	1.63	4.71	2.45	2.18	1.81	1.9	1.09	1.54	.91	1	2.45	2.18	1.45	8.88	3.54	4.26	1.81	.27	0	.36
22.42	28.5	75.26	1.81	2.44	0	.21	.49	5.02	9.69	8.57	1.46	5.92	1.67	3.21	14.22	5.44	.35	1.18	6.13	2.44	2.37	1.88	1.67	1.46	1.95	1.39	1.6	4.25	1.05	2.23	6.34	2.79	2.72	2.44	.56	.07	.7
14.56	26.35	77.41	2.34	.78	.42	.64	.64	5.52	10.2	9.56	1.49	7.65	1.27	2.41	12.68	4.46	1.84	2.41	6.23	2.27	1.2	.78	.42	.85	1.35	2.2	1.27	4.11	1.91	1.91	4.89	4.53	4.18	3.12	1.7	0	.64
19.16	29.88	72.81	1.26	1.6	.17	.34	.59	5.72	8.84	4.8	1.43	4.97	.93	3.28	13.64	3.79	.76	1.09	5.81	2.27	2.61	1.6	1.52	1.77	1.85	1.43	1.01	4.38	1.35	1.68	9.51	4.04	3.96	2.27	.51	.08	.08
24	28.63	74.17	1.33	1.69	.27	.25	.88	6.58	7	7.77	2.07	6.58	1.22	3.47	13.81	5.38	1.33	1.87	5.7	2.34	2.79	1.71	2.77	1.87	2.32	1.33	.72	4.39	2.68	1.64	7.57	2.95	2.41	2.32	.59	.07	.09
12.49	26.58	76.71	.9	4.45	.68	.6	2.78	5.01	5.39	8.9	3.3	6.93	1.16	3.55	11.04	4.62	1.46	2.18	11.39	1.76	2.1	1.58	3.08	1.24	1.58	1.24	1.2	6.25	1.88	1.88	5.57	5.44	3.64	2.61	1.11	0	.56
11.35	21.28	79.27	5.32	2.39	0	1.47	1.65	3.67	6.24	11.19	2.2	11.74	.92	5.5	12.11	4.95	2.02	1.65	9.72	1.1	.37	2.02	.92	1.83	2.75	.92	0	4.22	3.67	1.1	5.87	5.14	2.57	2.02	1.65	0	0
17.63	33.19	73.74	2.73	2.52	0	.63	1.26	5.25	6.09	6.93	1.89	8.4	1.05	1.89	10.71	3.57	1.89	1.26	8.19	2.1	2.94	5.25	1.26	1.47	1.68	1.05	.63	5.25	2.73	2.1	5.88	3.99	5.88	3.99	0	0	0
22	35.23	67.42	2.65	0	0	0	.38	7.2	6.44	5.68	.76	6.82	.76	1.52	13.64	5.3	.38	1.14	3.03	2.65	1.89	2.27	1.89	1.52	1.14	.38	0	3.41	1.14	3.03	3.79	1.14	3.79	2.27	2.27	0	0
15.2	30.59	78.62	2.96	2.96	0	0	0	4.61	10.86	9.87	1.64	10.2	1.97	2.3	11.51	2.96	1.97	1.32	5.92	2.63	1.97	4.28	1.97	1.32	1.32	1.32	.99	3.29	2.96	1.64	4.93	3.95	3.29	3.95	.33	0	0
16.86	30.23	71.47	3.39	1.13	0	0	.56	4.52	5.08	8.76	3.39	7.63	.28	1.13	14.12	6.78	.56	.85	6.78	2.82	3.11	1.41	.28	1.41	1.41	.28	.56	5.37	1.69	1.13	5.65	2.26	3.39	2.82	.28	.56	.56
17.44	36.94	70.7	0	0	0	2.55	.64	3.18	5.73	6.37	1.91	5.73	2.55	.64	12.1	3.82	.64	3.82	7.64	1.91	5.1	.64	1.91	2.55	0	1.27	0	4.46	1.27	1.91	7.01	3.18	2.55	4.46	0	0	2.55
20.51	32.89	71.96	.84	1.74	.06	.81	.41	3.86	7.69	7.75	1.28	5.69	1.71	2.64	12.13	4.91	1.36	1.94	6.82	2.41	3.25	2	2.26	1.1	1.97	1.45	1.54	4.99	2.03	1.83	6.04	4.01	3.28	3.95	.49	.29	.46
20.24	29.37	73.76	2.37	2.85	.14	.35	.56	4.66	7.03	8.91	1.88	7.93	.7	4.59	12.73	4.52	1.25	2.02	8.07	2.09	1.95	2.02	1.39	1.39	2.09	1.88	.63	5.78	1.81	1.6	6.96	3.27	2.37	2.02	.63	.07	.07
18.1	29.39	74.66	1.48	1.77	.07	.32	.32	3.83	9.42	7.18	1.7	6.21	1.26	3.07	12.6	5.31	1.73	2.09	6.86	2.71	1.55	2.89	2.64	1.7	2.24	1.41	1.52	4.44	2.09	1.62	5.34	4.37	4.4	2.56	.54	.04	.43
17.73	26.26	75.44	2.1	2.4	.35	.4	.55	5.24	8.84	9.44	2.3	7.79	1.15	3.1	11.88	5.94	1.25	1.85	8.39	2.4	1.9	1.45	1.5	1.2	1.75	1.2	1	6.29	2.1	2.05	5.79	4.14	2.5	1.55	.3	.15	.35
22.98	34.38	70.91	.75	2.3	0	1.06	.6	3.39	7.19	6.25	1.39	4.72	1.59	2.36	12.04	5.06	1.36	1.69	6.79	2.94	5.82	1.98	1.98	1.55	2.01	1.3	1.26	4.63	2.22	1.32	6.19	3.68	3.29	3.32	.31	.17	1.21
18.97	30.51	72.19	1.9	2.39	.21	.93	.26	4.72	8.03	7.34	1.46	7.01	1.22	2.43	11.96	5.17	.95	1.57	6.96	2.17	3.27	2.38	2.48	1.57	2	1.31	1.4	4.77	2.08	1.77	5	3.65	2.88	2.88	.34	.24	.53
20.63	31.75	72.2	.88	2.22	.03	1.67	.81	4.01	6.96	7	1.56	5.12	1.77	2.1	12.46	4.74	1.6	1.7	8.3	3.54	4.52	2.36	2.27	1.79	1.91	1.03	2.23	3.68	2.66	1.29	5.74	3.49	2.99	3.2	.34	.24	.52
19.97	21.96	84.19	2.23	2.24	.22	1.82	.75	6.06	8.73	9.35	2.41	7.82	2.01	2.6	14.05	5.75	1.91	1.97	9.03	2.41	3.82	2.41	2.68	2.73	2.3	1.88	1.02	5.18	3.02	1.77	5.61	3.74	3.44	3.07	.61	.26	.61
16.09	20.47	83.77	2.87	2.12	.31	1.51	.99	7.33	8.55	8.57	2.44	8.05	1.6	3.51	14.93	4.71	1.54	1.78	9.91	2.57	2.52	2.69	1.55	1.78	1.69	1.21	1.32	4.55	1.95	1.6	6.05	4.07	2.96	2.62	.56	.29	.67
19.19	30.74	73.29	2.79	1.5	.05	.81	.48	5.48	8.97	6.66	2.26	5.27	1.02	2.1	13.65	4.3	1.24	1.67	5.7	2.36	2.26	2.63	1.88	1.13	1.34	1.29	1.02	3.39	1.67	1.5	5.1	4.73	3.39	4.19	.27	0	.59
23.01	29.5	72.42	2.14	1.34	.1	.83	.1	4.89	8.5	8.82	2.52	7.41	1.31	3	12.4	4.25	1.57	1.57	4.67	2.14	2.91	3.68	2.4	1.63	2.27	1.18	1.41	3.07	2.33	1.34	5.31	3.71	2.56	3.55	.13	.06	.74
15.31	22.54	78.84	2.39	2.85	.46	1.38	.83	4.32	6.53	9.94	4.78	8.74	1.29	3.68	11.22	5.34	.64	2.12	9.02	3.22	1.75	2.39	2.58	1.29	1.84	2.21	.46	6.99	1.56	3.04	5.52	4.6	2.39	3.68	0	.09	0
19.71	31.71	74.38	.98	3.07	0	.85	.77	4.65	7.5	7.25	1.32	7.12	1.49	2.09	12.28	4.73	1.62	2	8.1	2.9	4.13	3.2	2.6	2.47	2.13	1.28	1.15	5.46	2.05	1.83	5.29	2.51	3.84	4.01	.34	.21	.68
18.63	29.11	76.58	2.01	2.46	.06	.65	.58	6.73	6.34	8.47	2.26	6.4	2.46	3.69	12.94	6.02	1.62	1.55	6.47	2.98	2.2	3.82	2.59	1.81	2.72	1.36	.84	4.27	2.98	1.36	4.53	4.92	2.59	2.98	.32	.45	.97
14.12	24.96	75.93	3.19	2.65	.35	.35	.35	6.73	8.32	7.61	5.13	4.96	.71	2.48	12.04	4.25	1.77	2.48	8.32	1.77	.53	3.72	3.01	1.06	1.42	2.12	.35	5.49	2.3	3.89	5.84	3.72	1.06	1.77	.35	0	0
24.71	31.45	74.68	1.85	2.31	0	1.04	.23	4.74	6.36	7.75	1.5	6.47	1.5	2.54	13.41	4.62	1.39	1.39	6.24	2.31	3.82	2.89	3.47	1.27	1.97	1.39	.69	3.47	2.89	1.85	5.55	4.74	4.51	5.9	.46	.12	.69
23.38	30.97	75.64	1.36	3.35	.28	.46	.5	5.36	8.21	7.72	.99	7.04	1.67	2.73	11.9	5.15	1.89	1.86	7.87	2.05	4.15	3.01	3.07	2.76	2.23	1.49	2.29	4.99	3.22	1.83	5.61	3.13	2.29	2.91	.09	0	.25
22.01	28.71	75.09	1.75	2.8	.15	.45	1.2	5.69	7.09	7.89	1.65	7.39	1.15	2.8	12.58	4.29	1.35	2	8.89	1.9	4.29	1.6	1.2	1.5	1.35	1.6	1.55	3.89	1.55	1.55	6.89	3.69	3.34	3.15	.65	.05	1.75
18.95	26.43	74.6	2.05	2	.49	.54	2.15	6.25	7.43	7.28	2.83	6.64	1.27	2.15	11.48	4.64	1.61	2.54	10.75	2.88	2.64	1.86	.88	2.1	2	.98	1.32	4.89	2.39	1.91	4.59	3.76	2	2	.44	.05	.93
30	37.3	70.79	.79	1.27	0	0	.48	3.17	5.71	3.17	.95	2.86	.48	1.59	14.92	5.4	.79	2.06	7.46	4.76	2.54	1.43	.95	1.11	2.06	1.27	1.27	4.6	1.9	1.43	9.52	2.7	3.17	2.38	.32	2.54	.48
18.8	35.75	68.61	.96	.87	.09	.61	1.05	3.14	7.93	6.45	1.66	6.45	.17	2.27	13.95	4.71	.35	1.39	6.19	3.49	2.96	.52	1.39	.52	1.48	.87	1.22	4.1	1.05	1.48	6.19	2.62	4.1	2.88	.87	.87	.26
13.29	25.98	76.12	1.92	2.01	.26	1.22	1.84	4.37	8.66	8.31	1.75	7.79	1.05	3.59	12.25	4.55	1.22	1.92	9.8	2.27	2.45	1.84	1.57	2.01	1.22	1.84	.87	5.34	1.92	1.4	6.04	3.85	2.97	2.62	.44	.26	.09
11.56	23.08	78.85	3.85	2.4	.96	.96	1.44	4.33	6.73	9.62	.96	9.62	1.92	2.88	12.5	3.85	1.44	.96	10.1	.96	1.44	.96	3.37	3.37	1.44	1.44	.48	5.77	2.4	4.33	8.65	4.81	4.81	3.85	1.44	0	0
14.48	41.69	66.75	1.02	0	0	0	.26	3.84	8.7	7.42	.77	4.86	1.28	1.28	9.72	4.09	1.79	1.28	3.84	2.3	3.07	.77	2.56	1.53	1.02	.51	.77	5.63	1.79	1.02	6.65	1.79	3.07	2.81	.26	2.3	0
13.42	26.22	78.56	1.29	2.3	.46	0	2.3	6.81	7.73	9.02	1.93	8.92	.55	3.4	11.96	5.7	1.1	2.58	8.74	3.31	2.3	1.66	2.39	1.38	1.56	.92	.37	5.52	2.12	1.93	8.1	2.3	2.21	2.12	1.01	.09	0
19.18	36.49	74.88	4.27	2.37	0	.47	.95	5.21	4.74	5.69	.95	8.53	.95	1.42	15.64	3.79	.47	2.37	7.11	2.84	2.84	2.37	2.84	.95	2.84	2.37	1.42	5.21	.95	2.37	7.58	3.79	2.84	3.32	0	0	0
21.23	35.87	72.1	2.54	.72	0	.72	1.81	5.43	7.25	6.16	1.09	6.88	.36	2.17	11.59	3.26	1.81	1.81	7.61	1.45	3.62	.72	0	1.09	2.17	0	.36	2.17	2.54	1.09	8.7	5.43	4.71	3.62	0	2.54	1.09
21.86	27.66	75.77	3.5	1.86	0	1.22	.5	5.36	8.43	7.58	2.93	6.93	1.07	3.29	13.22	5.58	1	1.36	6.79	3.22	1.57	2.57	1.64	1.43	1.86	.86	.43	4.86	2.22	1.72	5.79	2.86	3.93	2.86	.43	.64	.21
23	28.62	72.33	1.34	1.42	0	.32	.24	4.35	11.7	7.27	2.29	5.14	1.03	3.08	13.28	3.56	1.11	1.98	5.38	1.98	1.5	2.92	2.69	1.26	1.03	.63	.63	3.24	1.98	1.26	6.48	3.87	2.69	4.19	.08	0	.32
15.48	27.85	76.26	2.18	1.85	.25	1.34	.67	6.29	8.47	8.31	1.93	8.98	2.01	3.27	10.15	4.11	2.18	.84	8.22	2.18	3.02	3.52	2.01	2.43	2.85	1.17	1.26	3.19	2.85	2.85	4.53	3.19	2.94	2.18	.34	.08	.67
23.33	31.3	75.45	3.38	.65	.26	1.43	.26	7.53	7.4	7.27	2.34	7.27	.78	2.73	13.77	5.45	.65	1.04	5.97	1.95	1.56	3.38	2.6	2.08	1.95	1.04	.78	3.51	1.95	1.82	3.51	3.77	2.21	3.9	.13	0	.65
23.67	42.96	68.31	4.93	0	0	0	0	3.52	4.23	4.23	.7	4.93	.7	.7	14.08	2.82	3.52	2.82	6.34	4.23	2.82	5.63	1.41	1.41	3.52	.7	3.52	1.41	3.52	1.41	7.75	.7	4.23	3.52	0	0	0
19.89	41.06	67.04	1.96	2.79	.28	0	.28	1.68	8.66	1.96	.56	3.63	0	2.79	12.29	7.82	1.12	1.12	6.42	4.19	3.35	1.4	.84	1.4	2.79	.56	1.96	6.15	2.79	2.79	7.82	3.63	1.96	2.23	.56	0	.28
21.6	35.62	69.14	.43	2.06	0	.51	.51	3.81	8.02	6.56	1.16	4.89	1.46	1.93	12.17	4.71	.94	2.14	5.57	2.49	4.54	1.37	1.89	1.54	1.84	1.71	1.24	3.86	1.93	1.03	5.7	3.43	4.33	3.3	.86	0	1.37
16.39	34.26	72.95	.69	2.91	0	0	0	3.19	10.4	4.58	.42	5.69	.69	2.22	11.1	4.58	.14	2.22	6.1	5.13	3.74	2.77	1.66	2.5	1.66	.69	1.66	5.13	.83	1.94	7.49	3.33	4.16	6.66	.42	0	.83
17.15	25.59	78.15	2.04	3.74	.5	.55	.44	6.34	8.36	8.2	2.5	7.66	.99	2.55	12.48	4.87	1.49	1.59	9.43	2.27	3.69	2.3	1.9	1.65	1.81	1.13	.64	5.4	2.55	2.2	6.82	3.88	2.59	2.76	.21	.05	.78
12.21	23.59	75.83	3.31	2.34	.19	2.14	1.95	7.6	7.41	11.5	6.43	7.41	1.36	2.34	11.11	1.56	2.92	2.73	10.92	1.95	.78	1.95	.97	1.95	2.14	1.17	0	4.09	2.14	.58	2.92	7.21	1.56	2.73	.39	0	0
24.5	41.33	68.37	2.55	4.08	0	.51	0	2.55	10.2	8.16	.51	7.14	1.53	2.04	11.73	4.08	.51	1.02	8.67	4.59	3.57	3.06	.51	1.53	0	1.53	1.53	5.61	0	.51	6.12	1.02	2.04	1.53	0	0	0
18.51	27.01	76.11	1.92	3.36	0	1.32	1.08	7.08	5.52	10.32	3.84	10.2	.84	3.36	12	5.76	2.52	1.32	9.12	2.52	3.36	3.36	1.44	1.32	2.04	1.44	.72	4.08	3.6	1.56	3.48	5.16	2.04	2.28	.48	0	.36
18.76	31.62	67.21	2.44	1.72	0	.54	.09	4.79	7.68	3.88	2.53	3.25	.81	1.81	12.74	3.07	.63	1.99	5.6	2.17	1.9	1.72	1.54	1.72	1.08	1.99	1.08	4.07	1.26	1.26	6.14	6.96	2.71	2.26	.45	.72	.09
22.24	28.05	72.3	3.12	.72	0	1.38	.97	4.45	7.26	7.66	3.63	5.37	.97	2.96	14.26	4.8	.77	1.69	8.23	1.69	2.55	1.84	1.33	1.48	2.04	.66	.46	4.24	1.74	1.94	5.42	3.88	3.37	2.61	.56	1.12	.31
18.75	28.24	72.18	1.57	2.51	0	.73	.84	3.77	8.05	9.31	2.72	7.53	1.26	4.39	13.39	5.02	.42	.84	6.9	1.88	2.09	2.62	1.26	1.57	1.26	1.05	.73	5.44	.94	3.03	6.28	2.82	2.93	2.41	.1	.1	.21
15.85	26.39	75.33	4.4	.96	0	0	0	4.4	11.66	7.84	3.06	7.65	.57	3.06	15.11	2.68	1.15	2.29	5.16	1.72	.76	3.06	2.49	.38	1.72	.38	.19	2.29	1.91	1.34	6.5	3.82	1.91	2.68	.19	0	.57
18.94	25.92	74.56	3.84	1.76	.48	.48	.64	4	9.12	8	3.84	6.88	.8	2.4	12.96	5.12	.64	1.6	6.88	2.56	1.44	1.76	2.4	1.28	1.76	.64	.64	4.64	1.6	1.76	8.48	5.12	3.36	2.56	.16	0	.48
17.22	25.55	82.19	2.58	3.48	.13	.77	.26	6.45	6.32	12.9	4.39	11.74	.26	5.03	12.77	4.39	1.94	1.68	6.84	3.1	1.42	2.97	1.68	2.32	1.55	3.23	1.29	5.94	2.84	1.94	4.26	5.68	2.84	2.32	.13	0	.39
11.71	28.54	80.11	1.51	4.76	0	.86	.32	6.16	7.68	10.38	1.62	10.49	1.95	1.95	10.92	3.57	.76	2.27	10.27	4	2.59	3.68	2.59	2.49	3.24	2.16	1.95	6.59	1.51	1.62	4.97	4.22	4.11	4.43	0	.11	0
15.41	34.16	74.24	1.53	2.1	.19	3.82	0	2.86	6.87	6.11	5.15	3.24	.38	2.29	10.31	6.68	.57	2.86	11.26	3.44	5.73	2.67	1.53	.95	.95	1.53	1.91	5.73	.38	.95	4.01	3.63	4.77	3.05	0	.19	.76
18.39	29.91	71.32	.62	2.84	0	.12	1.11	3.21	8.28	6.67	.87	5.69	.87	2.35	11.37	4.57	1.48	2.72	8.41	1.98	6.55	2.35	.99	.87	1.85	.99	1.36	6.18	1.73	1.36	4.82	4.33	2.22	2.47	.49	.12	.74
23.36	29.11	75	2.74	1.37	0	0	.34	5.65	7.53	6.68	1.88	4.97	.68	4.11	13.7	6.16	.68	2.4	4.97	1.03	1.2	1.03	2.91	1.54	1.37	1.71	1.54	4.79	1.88	1.54	9.42	4.97	2.57	2.74	.86	.17	0
20.31	30.47	73.93	3.95	1.21	.36	.12	.85	6.21	7.47	7.43	1.78	7.75	1.01	3.03	12.79	5.53	.73	2.06	5.49	1.82	1.82	1.69	2.34	1.69	1.29	1.37	.81	5.17	1.57	2.66	6.78	3.47	2.5	2.62	.28	0	.16
12.53	24.19	81.55	3.74	3.49	0	1.25	2.24	3.99	6.98	8.48	3.49	7.73	.75	3.24	13.97	7.23	1.5	2.24	12.47	2.99	.5	2.24	.75	1.75	3.49	1	1.5	8.48	2	2.24	3.99	3.99	4.49	4.24	1	0	0
18.82	29.36	75.3	3	1.26	.41	.49	.85	5.19	7.99	8.31	1.38	7.7	1.34	3.08	12.25	3.89	1.78	2.15	6.12	2.23	1.78	2.07	2.8	1.74	1.54	1.18	1.38	4.87	2.31	1.95	7.42	4.26	2.72	2.68	.04	.04	.2
21.3	30.26	75.86	3.02	1.26	0	0	.67	5.7	7.96	7.54	1.76	7.88	.75	3.77	13.33	5.45	.92	2.26	5.53	3.69	2.43	1.51	1.51	.92	2.18	1.51	1.26	5.62	1.93	2.18	6.37	3.19	3.1	2.43	0	.34	.17
18.98	37.81	69.21	.83	0	.1	.31	1.34	4.34	6.71	5.48	2.07	3.93	1.14	2.27	13.22	4.75	.62	1.55	8.99	1.34	3.41	1.14	3.31	1.34	.72	1.86	1.45	3.51	.72	1.65	6.2	4.86	2.69	2.69	.31	0	1.24
18.71	39.35	70.18	1.63	1.16	.08	.08	.54	4.49	7.59	5.73	1.01	4.49	1.86	1.39	13.01	3.56	.7	1.39	7.98	2.4	3.64	2.09	2.87	2.01	.77	1.47	1.32	3.72	.77	1.63	6.74	3.64	3.64	2.48	.15	0	.7
22.79	40.88	69.4	1.85	1.15	0	.12	0	3.7	7.74	5.54	.69	3.93	2.19	2.31	11.66	5.54	.69	1.04	6.93	2.19	3.12	.92	1.27	1.62	1.5	2.08	1.27	6.24	1.62	1.73	7.39	3.35	4.16	3.7	1.15	.23	1.73
16.26	34.2	71.74	2.16	1.19	0	.22	.32	3.78	7.98	4.53	1.83	5.18	.43	2.59	13.92	2.91	.86	2.59	9.17	2.37	3.02	1.29	.54	.86	1.19	.97	.97	4.21	1.19	1.29	7.12	4.85	4.31	2.37	.54	.32	1.29
20.83	31.48	71.78	1.84	2.25	0	.36	.3	3.97	7.17	7.59	1.24	4.92	2.02	2.19	13.93	4.27	.71	1.07	5.33	2.79	4.62	2.49	2.31	2.55	1.42	1.19	.95	4.86	1.07	1.66	6.94	3.26	3.02	3.44	.47	0	.83
19.25	32.93	72.04	2.14	2.06	0	.84	.99	4.05	5.81	6.95	1.6	6.42	1.91	3.13	12.76	5.5	1.45	1.38	7.56	2.06	2.6	1.91	2.14	2.9	1.76	1.38	1.76	5.5	2.14	1.91	5.5	5.12	1.68	1.6	.23	.08	.76
23.03	37.34	69.32	2.39	1.37	0	.14	.58	3.84	5.86	4.92	.94	5.57	.94	2.53	12.88	4.56	.65	1.81	7.38	2.53	1.59	2.1	2.68	1.01	1.88	1.3	1.59	5.21	1.37	2.53	6.01	4.78	3.55	3.26	.14	0	.36
14.32	18.57	84.01	3.31	4.78	1.84	1.1	1.29	5.88	6.99	11.95	1.1	13.97	1.47	2.39	10.85	6.25	1.65	1.29	14.71	2.39	3.12	2.57	1.47	2.02	1.84	.37	2.21	7.72	2.76	2.76	5.33	2.02	2.39	2.57	0	0	.18
